ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1327,FATİH,Kocamustafa Paşa Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hacı Kadın Cad. No:15 KOCA MUSTAFAPAŞA/FATİH,0212 589 20 51,,Yok,0,,KOCA MUSTAFAPAŞA,41.00268393700003,28.93032522200008
1327,FATİH,Küçük Mustafa Paşa Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Müstantik Cad. No:2/1 YAVUZ SULTAN SELİM/FATİH,0212 532 29 39,,Yok,0,,YAVUZ SULTAN SELİM,41.02548805200007,28.95734091500003
1327,FATİH,Kasım Gürani Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hacı İsa Çıkmazı No: AYVANSARAY/FATİH,0212 523 32 22,,Yok,0,,AYVANSARAY,41.03264046100003,28.943673838000052
1327,FATİH,Özel Net Patoloji Laboratuvarı,Laboratuvar Özel,Turgut Özal Millet Cad. No:135 ŞEHREMİNİ/FATİH,0212 633 36 32,www.netpatoloji.net,,,,ŞEHREMİNİ,41.01534326600006,28.932521330000043
1327,FATİH,Özel Çapa Hastanesi Diyaliz Merkezi,Diyaliz Merkezi Özel,Necip Asım Sk. No:23 ŞEHREMİNİ/FATİH,0212 530 58 00,www.capahastanesi.com,,,Var,ŞEHREMİNİ,41.01333621400005,28.934014924000053
1327,FATİH,Yusuf Ortopedi Medikal,Medikal,Deniz Abdal Camii Sk. No:8 ŞEHREMİNİ/FATİH,,,,,,ŞEHREMİNİ,41.01481062100004,28.932335669000054
1327,FATİH,İmrahor Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Atik Hamamı Sk. No:15 KOCA MUSTAFAPAŞA/FATİH,0212 587 31 36,,Yok,0,,KOCA MUSTAFAPAŞA,40.996426556000074,28.928987668000048
1327,FATİH,Özel Artı Protez Ortez Üretim ve Uygulama Merkezi,Protez-Ortez Yapım ve Uygulama Merkezi Özel,Necip Asım Sk. No:4 ŞEHREMİNİ/FATİH,0212 529 03 80,www.artiortopedi.com,,,,ŞEHREMİNİ,41.01415461200003,28.934505235000074
1327,FATİH,MG Medikal,Medikal,Deniz Abdal Camii Sk. No:10 ŞEHREMİNİ/FATİH,0212 632 38 37,,,,,ŞEHREMİNİ,41.01476589600003,28.93229285900003
2005,BAHÇELİEVLER,Venüs Optik,Optik,Neyire Neyir Sk. No:35 BAHÇELİEVLER/BAHÇELİEVLER,0212 644 07 31,,,,,BAHÇELİEVLER,41.001193941000054,28.870895767000036
2005,BAHÇELİEVLER,Diş Hekimi Ayten Demirci Güleç,Muayenehane,Çamlık Cad. No:7 SİYAVUŞPAŞA/BAHÇELİEVLER,0212 441 93 45,,,,,SİYAVUŞPAŞA,40.99922347200004,28.857559562000063
2005,BAHÇELİEVLER,İç Hastalıkları Uzmanı Dr. Günel Yılmaz,Muayenehane,İzzettin Çalışlar Cad. No:28 BAHÇELİEVLER/BAHÇELİEVLER,0212 557 62 72,,,,,BAHÇELİEVLER,41.00191803000007,28.870380186000034
1604,SARIYER,Petlife Veteriner Kliniği,Veteriner,Dereiçi Sk. No:35 TARABYA/SARIYER,0212 262 99 85,,,0,Yok,TARABYA,41.13681188900006,29.052381512000068
1622,SİLİVRİ,Akçil Kardeşler Huzurevi,Huzurevi,Yelken Çıkmazı No:10 CUMHURİYET/SİLİVRİ,0212 727 77 27,www.gmevhuzurevi.com,,,Yok,CUMHURİYET,41.06722565300004,28.262855252000065
1604,SARIYER,Hikmet Büyükkuşoğlu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Türkan Şoray Sk. RUMELİ HİSARI/SARIYER,0212 257 59 84,,Yok,0,,RUMELİ HİSARI,41.08776663500004,29.045615294000072
2005,BAHÇELİEVLER,Bahçelievler 4 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Kımız Sk. No:1/1 FEVZİ ÇAKMAK/BAHÇELİEVLER,0212 551 48 78,www.istanbulsaglik.gov.tr,Yok,3,Var,FEVZİ ÇAKMAK,40.99335244700006,28.829632081000057
1336,GAZİOSMANPAŞA,Gazi Optik,Optik,Salihpaşa Cad. No:49 MERKEZ/GAZİOSMANPAŞA,0212 563 72 82,,,,,MERKEZ,41.05775055700008,28.911946940000064
1183,BEŞİKTAŞ,Animallia Veteriner Kliniği,Veteriner,Arnavutköy Yolu No:36 KÜLTÜR/BEŞİKTAŞ,0212 287 70 35,www.animallia.com,,0,Yok,KÜLTÜR,41.07559013800005,29.034545251000054
1183,BEŞİKTAŞ,Pati-Pata Veteriner Kliniği,Veteriner,Yıldızçiçeği Sk. No:12 ETİLER/BEŞİKTAŞ,0212 257 00 41,,,0,Yok,ETİLER,41.08093582600003,29.03135101400005
1604,SARIYER,İstinye Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Doktor Hilmi Alantar Sk. No:44 İSTİNYE/SARIYER,0212 323 63 01,,Yok,0,,İSTİNYE,41.11516106000005,29.056850559000054
1708,ÜSKÜDAR,Kuzguncuk Ethem Arutan Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,İcadiye Cad. No:104 İCADİYE/ÜSKÜDAR,0216 310 88 77,,Yok,0,,İCADİYE,41.03172170100004,29.032948248000025
1421,KADIKÖY,Mamacı Petshop,Veteriner,Fırın Sk. No:34 ERENKÖY/KADIKÖY,0216 467 23 55,www.mamacipetshop.com,,0,Yok,ERENKÖY,40.972792999000035,29.07468700000004
1183,BEŞİKTAŞ,Planet Pet Veteriner Kliniği,Veteriner,Süleymanbey Sk. No:11 GAYRETTEPE/BEŞİKTAŞ,0212 267 40 69 - 70,www.planetpetvet.com,,0,Yok,GAYRETTEPE,41.065393537000034,29.006625894000024
1663,ŞİŞLİ,Özel Nişantaşı Hastanesi ,Özel Hastane,Fulya Sk. No:6 TEŞVİKİYE/ŞİŞLİ,0212 246 29 03,www.nisantasihastanesi.com.tr,Var,39,Var,TEŞVİKİYE,41.05473518800005,28.99608402900003
1663,ŞİŞLİ,Petito Veteriner Kliniği,Veteriner,Reha Yurdakul Sk. No:5 MERKEZ/ŞİŞLİ,0212 241 24 69,www.petitovet.com,,0,Yok,MERKEZ,41.063607422000075,28.98667437000006
1421,KADIKÖY,Atlas Optik,Optik,Sarayardı Cad. No:24 ACIBADEM/KADIKÖY,0216 340 20 90,,,,,ACIBADEM,40.99754559300004,29.032836803000066
1823,KÜÇÜKÇEKMECE,Özel Avrupa Göz Merkezi Küçükçekmece,Göz Merkezi Özel,1012. Sk. No:3 YEŞİLOVA/KÜÇÜKÇEKMECE,0850 520 00 00,www.avrupagoz.com.tr,,0,,YEŞİLOVA,40.988205219000065,28.790427659000045
2005,BAHÇELİEVLER,Özel FMC İstanbul Bahçelievler Hemodiyaliz Merkezi,Diyaliz Merkezi Özel,Çay Çiçeği Sk. No:44 BAHÇELİEVLER/BAHÇELİEVLER,0212 441 84 22,www.nephrocare.com.tr,,,Yok,BAHÇELİEVLER,40.998195475000045,28.865718036000032
1604,SARIYER,Özel DentGroup Ağız ve Diş Sağlığı Polikliniği Maslak ,Özel Ağız Diş Sağlığı Merkezleri,Büyükdere Cad. No:241 MASLAK/SARIYER,0212 276 06 76,www.dentgroup.com.tr,,,,MASLAK,41.111283214000025,29.024788115000035
1604,SARIYER,Diş Hekimi Tugay Barış,Muayenehane,Mustafa Kemal Atatürk Cad. No:59B AYAZAĞA/SARIYER,0212 289 31 84,,,,,AYAZAĞA,41.11530600000003,28.998356000000058
1604,SARIYER,Diş Hekimi İlhan İşler,Muayenehane,Şehit Mithat Yılmaz Cad. No:43 MERKEZ/SARIYER,0212 242 22 04,,,,,SARIYER MERKEZ,41.168967577000046,29.055430502000036
1421,KADIKÖY,Özel Echomar Görüntüleme ve Laboratuvarı Merkezi,Görüntüleme Merkezi Özel,Ressam Salih Erimez Cad. No:1 MERDİVENKÖY/KADIKÖY,0216 566 85 91,www.echomar.com,,,,MERDİVENKÖY,40.98396351000008,29.061392934000025
1183,BEŞİKTAŞ,Semt Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Bostancı Veli Sk. No:3 CİHANNÜMA/BEŞİKTAŞ,0212 258 70 90,,Yok,0,,CİHANNÜMA,41.046309337000025,29.006963936000034
1421,KADIKÖY,Özel DentGroup Ağız ve Diş Sağlığı Polikliniği Bağdat Caddesi,Özel Ağız Diş Sağlığı Merkezleri,Bağdat Cad. No:2A CADDEBOSTAN/KADIKÖY,0216 356 69 15,www.dentgroup.com.tr,,,,CADDEBOSTAN,40.96680753900006,29.067653888000052
1186,BEYOĞLU,Türk Kızılayı Beyoğlu Şubesi,Kızılay,Çaydanlık Sk. No:31 CAMİİKEBİR/BEYOĞLU,0212 235 88 66,www.kizilay.org.tr,,,Yok,CAMİİKEBİR,41.03398389700004,28.966169652000076
1604,SARIYER,Diş Hekimi Filiz Uzun,Muayenehane,132. Sk. No:19 AYAZAĞA/SARIYER,0212 322 26 32,,,,,AYAZAĞA,41.11509202700006,28.997883014000024
1708,ÜSKÜDAR,Üsküdar Devlet Hastanesi Çamlıca Semt Polikliniği,Poliklinik,Ferah Cad. No:40 KISIKLI/ÜSKÜDAR,0216 481 12 98 - 0216 481 17 03,www.sbgoztepehastanesi.gov.tr,Yok,0,,KISIKLI,41.02736059000006,29.074995584000078
1708,ÜSKÜDAR,Özel Küplüce Tıp Merkezi,Tıp Merkezi Özel,Kızılağaç Sk. No:4/2 BEYLERBEYİ/ÜSKÜDAR,0216 422 21 21,www.kuplucetip.com,Var,,Yok,BEYLERBEYİ,41.03968955500005,29.052319596000075
2015,TUZLA,Özel Şifa Polikliniği,Poliklinik Özel,Egemenlik Cad. No:38 ŞİFA/TUZLA,0216 423 44 32,,Var,5,,ŞİFA,40.828747004000036,29.354929147000064
1663,ŞİŞLİ,Özel Erlamer Polikliniği,Poliklinik Özel,Vali Konağı Cad. No:28 HARBİYE/ŞİŞLİ,0212 234 81 08,www.erlamer.com,Yok,0,,HARBİYE,41.05126179900003,28.991136263000044
1449,KARTAL,Esentepe Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hakan Sk. No:6 ESENTEPE/KARTAL,0216 473 59 12 - 13,,Yok,0,,ESENTEPE,40.90370262300007,29.185842833000038
1327,FATİH,Özel Yaşam Tıbbi Tahlil Laboratuvarı,Laboratuvar Özel,Nakşi Sk. No:9 HASEKİ SULTAN/FATİH,444 07 63,www.yasamtibbitahlil.com,,,,HASEKİ SULTAN,41.00858137400007,28.94380293000006
1327,FATİH,Kızılelma Veteriner Kliniği,Veteriner,Emrullah Efendi Sk. No:84 SEYYİD ÖMER/FATİH,0212 585 65 82,,,0,Yok,SEYYİD ÖMER,41.00892262600007,28.93677425900006
1823,KÜÇÜKÇEKMECE,Özel Arena Dent Diş Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,2. Hürriyet Cad. No:1 ATATÜRK/KÜÇÜKÇEKMECE,0212 470 86 44 - 0531 686 84 00,,,,,ATATÜRK,41.055462453000075,28.79270961700007
2050,BAŞAKŞEHİR,Güvercintepe Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Orhangazi Cad. No:6 GÜVERCİNTEPE/BAŞAKŞEHİR,0212 687 67 10,,Yok,0,,GÜVERCİNTEPE,41.074729035000075,28.749420241000053
2050,BAŞAKŞEHİR,Başakşehir 5 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Şair Sk. No:8 BAŞAKŞEHİR/BAŞAKŞEHİR,0212 488 32 44,,Yok,0,,BAŞAKŞEHİR,41.109840632000044,28.788590128000067
1327,FATİH,Mevlanakapı Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Aynalı Bakkal Sk. No:2 MEVLANAKAPI/FATİH,0212 589 98 08,,Yok,0,,MEVLANAKAPI,41.010558106000076,28.92553821300004
1327,FATİH,Özel Pasteur Tıbbi Tahlil Laboratuvarı,Laboratuvar Özel,Turgut Özal Millet Cad. No:129 ŞEHREMİNİ/FATİH,0212 632 40 36,,,,,ŞEHREMİNİ,41.01498911500005,28.933203026000058
1186,BEYOĞLU,Kasımpaşa Küçük Piyale Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Şeyh Veli Sk. No:28 KADIMEHMET EFENDİ/BEYOĞLU,0212 297 44 44,,Yok,0,,KADIMEHMET EFENDİ,41.03430301100008,28.965379736000045
1421,KADIKÖY,Vetland Veteriner Kliniği,Veteriner,Değirmen Sk. No:13C KOZYATAĞI/KADIKÖY,0216 410 36 80,www.vet.com.tr,,0,Yok,KOZYATAĞI,40.97467153700006,29.098629207000045
1663,ŞİŞLİ,Şişli 9 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Poyracık Sk. No:31 TEŞVİKİYE/ŞİŞLİ,0212 230 10 84,,Yok,0,,TEŞVİKİYE,41.05221934200006,28.99563259200005
1183,BEŞİKTAŞ,Beşiktaş 8 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Şehitlikdergahı Sk. No:30 BEBEK/BEŞİKTAŞ,0212 359 72 53,,Yok,0,,BEBEK,41.08328490800005,29.053294205000043
2053,ESENYURT,Özel Esencan Hastanesi,Özel Hastane,Ondokuz Mayıs Bulvarı No:18 BAĞLARÇEŞME/ESENYURT,"0212 444 02 12
",www.esencanhastanesi.com.tr,Var,75,Var,BAĞLARÇEŞME,41.03337939900007,28.67657012400008
2005,BAHÇELİEVLER,Yenibosna Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Vadi Sk. No:2/4 ZAFER/BAHÇELİEVLER,0212 639 95 34,,Yok,0,,ZAFER,41.00266411100006,28.835182703000044
1421,KADIKÖY,Friends Moda Veteriner Polikliniği,Veteriner,Moda Cad. No:139 CAFERAĞA/KADIKÖY,0216 346 61 74,www.friendsved.com,,0,Yok,CAFERAĞA,40.98227094500004,29.023449584000048
1663,ŞİŞLİ,Özel Derman Tıbbi Tahlil Laboratuvarı,Laboratuvar Özel,Kurtuluş Cad. No:16 DUATEPE/ŞİŞLİ,0212 230 72 63,,,,,DUATEPE,41.052057845000036,28.983847453000067
1421,KADIKÖY,Özel Yeşil Köşk Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Fahrettin Kerim Gökay Cad. No:276 ERENKÖY/KADIKÖY,0216 411 09 99,www.yesilkosk.com.tr,,,,ERENKÖY,40.98003365500006,29.075169894000055
1186,BEYOĞLU,Okmeydanı Eğitim Araştırma Hastanesine Bağlı Kasımpaşa Ek Hizmet Binası,Eğitim Araştırma Hastanesi,Bahriye Hastanesi Yokuşu No:7 KADIMEHMET EFENDİ/BEYOĞLU,0212 238 79 00,www.gata.edu.tr,Var,300,Var,KADIMEHMET EFENDİ,41.032855985000026,28.964017295000076
2053,ESENYURT,Özel Örnek Sağlık Kabini,Sağlık Kabini Özel,1374. Sk. No:203 ÖRNEK/ESENYURT,0535 864 90 08,,,,,ÖRNEK,41.04539017600007,28.67464135700004
1663,ŞİŞLİ,Özel Kadıoğlu Epiderm Nişantaşı Polikliniği,Poliklinik Özel,Vali Konağı Cad. No:94 TEŞVİKİYE/ŞİŞLİ,0212 219 88 81,,Yok,0,,TEŞVİKİYE,41.05486422900003,28.99542710600008
2055,SULTANGAZİ,Şaban Özbek Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,D Cad. 50. YIL/SULTANGAZİ,0212 476 55 94,,Yok,0,,50. YIL,41.09384355000003,28.87317007300004
2053,ESENYURT,Özel Doğa Hospital,Özel Hastane,229. Sk. No:4 AKŞEMSEDDİN/ESENYURT,0212 690 30 41,www.dogahospital.com,Var,51,Var,AKŞEMSEDDİN,41.01285299400007,28.696524147000048
1183,BEŞİKTAŞ,Diş Hekimi Ertuğrul Yeşilçimen,Muayenehane,Emirhan Cad. No:82 DİKİLİTAŞ/BEŞİKTAŞ,0212 258 13 53,,,,,DİKİLİTAŞ,41.05639507500007,29.00624934800004
1663,ŞİŞLİ,Özel Maya Estetik,Özel Hastane,Avni Dilligil Sk. No:16 GÜLBAHAR/ŞİŞLİ,0212 217 37 37,www.mayaestetik.com,Yok,,Yok,GÜLBAHAR,41.06914646600006,29.002187117000062
1708,ÜSKÜDAR,Mevlana Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Sağlık Sk. No:1 KİRAZLITEPE/ÜSKÜDAR,0216 422 48 11,,Yok,0,,KİRAZLITEPE,41.03733264600004,29.062923010000077
2053,ESENYURT,Elit Optik,Optik,Balık Yolu Cad. No:170 YENİKENT/ESENYURT,0212 620 43 91,,,,,YENİKENT,41.03440796800004,28.680397533000075
1421,KADIKÖY,Gözgrup Optik,Optik,Fatih Sk. No:1A ACIBADEM/KADIKÖY,0216 339 83 07,,,,,ACIBADEM,41.00009479600004,29.032285381000065
2012,MALTEPE,Kadıköy Yaşam Bakımevi,Bakım Evi,Seher Sk. No:15 ZÜMRÜTEVLER/MALTEPE,0216 370 18 05,www.yasamhuzurevi.com,,190,Var,ZÜMRÜTEVLER,40.93850291900003,29.148188256000026
2048,ARNAVUTKÖY,Gazi Optik,Optik,Eski Edirne Asfaltı Cad. No:1342 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 74 65,,,,,ARNAVUTKÖY MERKEZ,41.181862789000036,28.744028197000034
2055,SULTANGAZİ,Özel Şafak Tıp Merkezi,Tıp Merkezi Özel,Orhan Gazi Cad. No:65-67A 50. YIL/SULTANGAZİ,0212 668 78 78,www.safaktipmerkezi.com,Var,8,Var,50. YIL,41.09241349600006,28.86997113500007
2048,ARNAVUTKÖY,Armada Optik,Optik,Eski Edirne Asfaltı Cad. No:1340 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 00 67,,,,,ARNAVUTKÖY MERKEZ,41.181736725000064,28.744071554000072
2048,ARNAVUTKÖY,Özel Lilyum Tıp Merkezi,Tıp Merkezi Özel,Conk Bayırı Sk. No:10 HASTANE/ARNAVUTKÖY,0212 771 27 59,www.lilyumtipmerkezi.com.tr,Var,,Yok,HASTANE,41.157676353000056,28.613601095000035
2054,SANCAKTEPE,Hekimbaşı Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Erenler Sk. No:27 SARIGAZİ/SANCAKTEPE,0216 622 64 78,,Yok,0,,SARIGAZİ,41.00684219200008,29.207727473000034
2054,SANCAKTEPE,Özel Sarıgazi Yaşam Tıp Merkezi,Tıp Merkezi Özel,Ankara Cad. No:71 İNÖNÜ/SANCAKTEPE,0216 621 83 04,www.sarigaziyasamtip.com,Yok,,Yok,İNÖNÜ,41.00899117100005,29.21363219600005
2012,MALTEPE,Maltepe 3 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Tipili Çıkmazı No:6 ALTINTEPE/MALTEPE,0216 549 23 85,,Yok,0,,ALTINTEPE,40.95053145700007,29.104351938000036
2054,SANCAKTEPE,Türk Kızılayı Sancaktepe Şubesi,Kızılay,Atatürk Cad. No:121 MECLİS/SANCAKTEPE,0216 620 81 81,www.kizilay.org.tr,,,Yok,MECLİS,41.00890861900007,29.21193353600006
2055,SULTANGAZİ,Farabi Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,91. Sk. No:15 İSMETPAŞA/SULTANGAZİ,0212 476 10 66,,Yok,0,,İSMETPAŞA,41.105678211000054,28.853469365000024
1327,FATİH,Özel Akademi Gastroenteroloji Merkezi,Görüntüleme Merkezi Özel,Adnan Menderes Vatan Bulvarı No:113 AKŞEMSETTİN/FATİH,0212 521 02 02,www.akademigastroenteroloji.com,,,,AKŞEMSETTİN,41.01625575500003,28.942322714000056
1421,KADIKÖY,All Animal Veteriner Kliniği,Veteriner,Mustafa Mazharbey Sk. No:63 FENERYOLU/KADIKÖY,0216 567 47 17,www.allanimalvet.net,,0,Yok,FENERYOLU,40.981068837000066,29.055826350000075
1708,ÜSKÜDAR,Üsküdar 4 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,İzmir Sk. No:14 YAVUZTÜRK/ÜSKÜDAR,0216 316 09 44,,Yok,0,,YAVUZTÜRK,41.03604470100004,29.081999074000066
1708,ÜSKÜDAR,İstanbul Sultan Abdülhamid Eğitim ve Araştırma Hastanesi,Eğitim Araştırma Hastanesi,Burhan Felek Cad. No:20 SELİMİYE/ÜSKÜDAR,0216 444 18 98 - 0216 542 20 20,www.gata.edu.tr,Var,,Var,SELİMİYE,41.00171510100006,29.020833641000024
1421,KADIKÖY,Royal Canin Veteriner,Veteriner,Bağdat Cad. No:139 FENERYOLU/KADIKÖY,,,,0,Yok,FENERYOLU,40.97722242400005,29.048458409000034
1810,KAĞITHANE,Gürsel Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Eski Beşiktaş Cad. No:30 GÜRSEL/KAĞITHANE,0212 295 28 82,,Yok,0,,GÜRSEL,41.07320726000006,28.971405933000028
1421,KADIKÖY,Zafer Optik,Optik,Reşitefendi Sk. No:3 OSMANAĞA/KADIKÖY,0216 338 42 10,,,,,OSMANAĞA,40.992842014000075,29.025262414000053
1823,KÜÇÜKÇEKMECE,Küçükçekmece Toplum Sağlığı Merkezi,Toplum Sağlığı Merkezi,Beşir Kemal Cad. No:1 TEVFİKBEY/KÜÇÜKÇEKMECE,0212 592 59 40 - 91,www.istanbulhalksagligi.gov.tr,,,Yok,TEVFİKBEY,41.00871172900003,28.799840740000036
1421,KADIKÖY,Özel İstanbul Laboratuvarı,Laboratuvar Özel,Sarayardı Cad. No:29 ACIBADEM/KADIKÖY,0216 602 12 12 - 0216 567 53 00,www.labistanbul.net,,,,ACIBADEM,40.99620984500007,29.036983466000038
2048,ARNAVUTKÖY,Tayakadın Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Köyiçi Cad. No:4A TAYAKADIN/ARNAVUTKÖY,0212 682 65 15,,Yok,0,,,41.27044178400007,28.690826294000033
1663,ŞİŞLİ,Özel Echomar Görüntüleme ve Tanı Merkezi,Görüntüleme Merkezi Özel,19 Mayıs Cad. No:5 19 MAYIS/ŞİŞLİ,0212 219 37 67 - 0533 370 03 97,www.echomar.com,,,,19 MAYIS,41.061078433000034,28.989727301000073
1622,SİLİVRİ,Özel Veni Vidi Göz İstanbul Tıp Merkezi,Göz Merkezi Özel,Vehbi Duru Sk. PİRİ MEHMET PAŞA/SİLİVRİ,0212 727 65 65,,,,,PİRİ MEHMET PAŞA,41.07543934200004,28.24855725100008
1421,KADIKÖY,Özel Klinika Polikliniği,Poliklinik Özel,Mahmut Yesari Cad. No:74 KOŞUYOLU/KADIKÖY,0216 369 13 37,www.klinikapoliklinigi.com,Yok,0,,KOŞUYOLU,41.00799500800008,29.035001073000046
1183,BEŞİKTAŞ,Beşiktaş 5 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Org. İzzettin Aksalur Cad. No:58/2 KONAKLAR/BEŞİKTAŞ,0212 264 42 96,,Yok,0,,KONAKLAR,41.094079736000026,29.014938354000037
1183,BEŞİKTAŞ,Beşiktaş 7 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Yanarsu Sk. No:5A ETİLER/BEŞİKTAŞ,0212 263 18 82,,Yok,0,,ETİLER,41.083254071000056,29.036215386000038
1663,ŞİŞLİ,Şişli Veteriner Kliniği,Veteriner,Koca Mansur Sk. No:27 MERKEZ/ŞİŞLİ,0212 241 26 24,www.sisliveteriner.net,,0,Yok,MERKEZ,41.060399999000026,28.986260000000073
1604,SARIYER,Ömürtepe Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Araba Yolu Cad. No:219 KİREÇBURNU/SARIYER,0212 299 61 12,,Yok,0,,KİREÇBURNU,41.14207959700008,29.048267277000036
1336,GAZİOSMANPAŞA,Diva Optik,Optik,Ordu Cad. No:5 SARIGÖL/GAZİOSMANPAŞA,0212 578 36 63,,,,,SARIGÖL,41.058306267000034,28.914375886000073
1183,BEŞİKTAŞ,Özel Etiler Sistem Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Yeşim Sk. No:9 AKAT/BEŞİKTAŞ,0212 351 05 15,www.sistemdis.com,,,,AKAT,41.079106539000065,29.02570417900006
2053,ESENYURT,Özel Akça Dent Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Hacı Bayram Veli Cad. No:29 MEHTERÇEŞME/ESENYURT,0212 854 18 20,,,,,MEHTERÇEŞME,41.02042756600008,28.664647418000072
1622,SİLİVRİ,Alipaşa Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Demetevler Sk. No:1 ALİPAŞA/SİLİVRİ,0212 716 51 72,,Yok,0,,ALİPAŞA,41.11489029300003,28.21841164800003
1622,SİLİVRİ,Veteriner Kliniği Gökhan Pakel,Veteriner,Kadıköy Bağları Cad. No:96 KADIKÖY/SİLİVRİ,0542 717 85 88,,,0,Yok,KADIKÖY,41.13608927900003,28.36472114700007
1327,FATİH,Fatih Toplum Sağlığı Merkezi,Toplum Sağlığı Merkezi,Teceddüt Sk. No:31 AKSARAY/FATİH,0212 534 77 50 - 0212 635 45 77,www.istanbulhalksagligi.gov.tr,,,Yok,AKSARAY,41.00896524900003,28.95170435500006
1421,KADIKÖY,Özel Demirkazık Ağız ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Bağdat Cad. No:7/1 ZÜHTÜPAŞA/KADIKÖY,0216 541 41 77,www.demirkazikdissagligi.com,,,,ZÜHTÜPAŞA,40.98744012700007,29.038762002000055
1663,ŞİŞLİ,Özel Naturabella Polikliniği,Poliklinik Özel,Abdi İpekçi Cad. No:31 HARBİYE/ŞİŞLİ,0212 219 44 39,www.naturabella.net,Yok,0,,HARBİYE,41.04919794700004,28.992490519000057
1823,KÜÇÜKÇEKMECE,Özel Batı Bahat Hospıtal İkitelli,Özel Hastane,Karaca Sk. No:1 ATATÜRK/KÜÇÜKÇEKMECE,0212 471 33 00,www.bahat.com.tr,Var,81,Var,ATATÜRK,41.05087386100007,28.796319314000073
1185,BEYKOZ,Beykoz 3 Nolu Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Sadri Alışık Cad. No:34 GÖKSU/BEYKOZ,0216 462 21 08,,Yok,0,,GÖKSU,41.07808835000003,29.071985304000066
2005,BAHÇELİEVLER,Özel Şen Sağlık Kabini,Sağlık Kabini Özel,Kumru Sk. No:3 CUMHURİYET/BAHÇELİEVLER,,www.istanbulsaglik.gov.tr,,,,CUMHURİYET,41.016292331000045,28.85744883900003
2003,AVCILAR,Tahtakale Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Yoluç Cad. No:13 TAHTAKALE/AVCILAR,0212 648 53 18,,Yok,0,,TAHTAKALE,41.06034123500007,28.727421723000077
1782,BÜYÜKÇEKMECE,Gülsüm Başarır Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Atatürk 2 Cad. No:249 TÜRKOBA/BÜYÜKÇEKMECE,0212 859 07 87,,Yok,0,,TÜRKOBA,41.03390015700006,28.52217354900006
2005,BAHÇELİEVLER,Fevzi Çakmak Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,İbrahimpaşa Sk. No:2 ÇOBANÇEŞME/BAHÇELİEVLER,0212 552 16 44,,Yok,0,,ÇOBANÇEŞME,41.003251652000074,28.830470852000076
2005,BAHÇELİEVLER,Gün Optik,Optik,Ahmet Yesevi Cad. No:13 HÜRRİYET/BAHÇELİEVLER,0212 654 61 91,,,,,HÜRRİYET,40.99941108400003,28.83869031900008
