ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
2012,MALTEPE,Maltepe 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Süreyyapaşa Hastanesi Yolu No: BAŞIBÜYÜK/MALTEPE,0216 421 16 36,www.istanbulsaglik.gov.tr,Yok,3,Var,BAŞIBÜYÜK,40.95059523100008,29.141043265000064
1835,PENDİK,Pendik 3 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Palamut Sk. No:70 ESENYALI/PENDİK,0216 392 02 87,www.istanbulsaglik.gov.tr,Yok,3,Var,ESENYALI,40.864092378000066,29.298316129000057
1835,PENDİK,Pendik 4 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Hastane Cad. No:1 KAYNARCA/PENDİK,0216 390 89 14,www.istanbulsaglik.gov.tr,Yok,3,Var,KAYNARCA,40.873515971000074,29.25326632900004
1835,PENDİK,Pendik 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Nevbahar Sk. No:4 DOĞU/PENDİK,0216 491 93 77,www.istanbulsaglik.gov.tr,Yok,3,Var,DOĞU,40.88280229500003,29.244481440000072
1835,PENDİK,Pendik 6-9 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Muhsin Yazıcıoğlu Cad. No:10 FEVZİ ÇAKMAK/PENDİK,0216 397 27 88,www.istanbulsaglik.gov.tr,Yok,3,Var,FEVZİ ÇAKMAK,40.88633710200003,29.262677561000032
1604,SARIYER,Sarıyer 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Şehit Mithat Yılmaz Cad. No:87 MERKEZ/SARIYER,0212 218 26 68,www.istanbulsaglik.gov.tr,Yok,3,Var,SARIYER MERKEZ,41.170820063000065,29.053560788000027
1604,SARIYER,Sarıyer 6 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,İTÜ Ayazağa Kampüsü Yolu REŞİTPAŞA/SARIYER,0212 276 97 45,www.istanbulsaglik.gov.tr,Yok,3,Var,REŞİTPAŞA,41.10565847000004,29.02573736000005
1604,SARIYER,Sarıyer 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,İTÜ Ayazağa Kampüsü Yolu REŞİTPAŞA/SARIYER,0212 276 97 45,www.istanbulsaglik.gov.tr,Yok,3,Var,REŞİTPAŞA,41.10558042200006,29.02574859300006
1604,SARIYER,Sarıyer 5 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Boğaziçi Kampüsü Yolu GÜMÜŞDERE/SARIYER,0212 203 06 84,www.istanbulsaglik.gov.tr,Yok,3,Var,GÜMÜŞDERE,41.24233023600004,29.013108980000027
1622,SİLİVRİ,Silivri 4 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,General Ali İhsan Türkkan Cad. No:15 YENİ/SİLİVRİ,0212 728 58 17,www.istanbulsaglik.gov.tr,Yok,3,Var,YENİ,41.076111930000025,28.25587154300007
2014,SULTANBEYLİ,Sultanbeyli 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Kerim Sk. No:12 HASANPAŞA/SULTANBEYLİ,0216 496 29 26,www.istanbulsaglik.gov.tr,Yok,3,Var,HASANPAŞA,40.968906822000065,29.25013305600004
2055,SULTANGAZİ,Sultangazi 1 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,307. Sk. No:28 MALKOÇOĞLU/SULTANGAZİ,0212 475 29 22,www.istanbulsaglik.gov.tr,Yok,3,Var,MALKOÇOĞLU,41.11472414000008,28.847849719000067
2055,SULTANGAZİ,Sultangazi 2 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Atatürk Bulvarı No:56A UĞUR MUMCU/SULTANGAZİ,0212 475 00 77,www.istanbulsaglik.gov.tr,Yok,3,Var,UĞUR MUMCU,41.10785163000003,28.87621712200007
1663,ŞİŞLİ,Şişli 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Darülaceze Cad. No: KAPTANPAŞA/ŞİŞLİ,0212 210 30 18,www.istanbulsaglik.gov.tr,Yok,3,Var,KAPTANPAŞA,41.06476903300006,28.974377127000025
1663,ŞİŞLİ,Şişli 6-7 Nolu Acil Sağlık Hizmetleri İstasyonu,Acil Yardım İstasyonu,Büyükdere Cad. No:100 ESENTEPE/ŞİŞLİ,0212 216 74 49,www.istanbulsaglik.gov.tr,Yok,3,Var,ESENTEPE,41.067987509000034,29.008819440000025
1708,ÜSKÜDAR,Üsküdar 7 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Burhan Felek Cad. No:20 SELİMİYE/ÜSKÜDAR,0216 348 05 40,www.istanbulsaglik.gov.tr,Yok,3,Var,SELİMİYE,41.00158848500007,29.018374831000074
1739,ZEYTİNBURNU,Zeytinburnu 1 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Hifzissiha Enstitü Yolu KAZLIÇEŞME/ZEYTİNBURNU,0212 416 15 62,www.istanbulsaglik.gov.tr,Yok,0,Var,KAZLIÇEŞME,41.00146876400004,28.916494241000066
1739,ZEYTİNBURNU,Zeytinburnu 2 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,Hifzissiha Enstitü Yolu KAZLIÇEŞME/ZEYTİNBURNU,0212 416 15 62,www.istanbulsaglik.gov.tr,Yok,0,Var,KAZLIÇEŞME,41.00144800800007,28.916586293000023
2004,BAĞCILAR,Özel Bağcılar Rentek Diyaliz Merkezi,Diyaliz Merkezi Özel,140. Sk. No:1-3 HÜRRİYET/BAĞCILAR,0212 583 19 10,,,25,,HÜRRİYET,41.02367504400007,28.83625827900005
1782,BÜYÜKÇEKMECE,Özel Koç Diyaliz Büyükçekmece,Diyaliz Merkezi Özel,E5 Londra Asfaltı Cad. No:216B EKİNOBA/BÜYÜKÇEKMECE,0212 882 42 53,http://buyukcekmece.kocdiyaliz.com.tr,,35,,EKİNOBA,41.011969340000064,28.538464024000064
2053,ESENYURT,Özel Esenyurt Diyaliz Merkezi,Diyaliz Merkezi Özel,Ondokuz Mayıs Bulvarı No:1 FATİH/ESENYURT,0212 699 08 38 ,www.cavusogludiyaliz.com,,26,,FATİH,41.031109134000076,28.673561625000048
2012,MALTEPE,Özel Küçükyalı Diyaliz Merkezi,Diyaliz Merkezi Özel,Dörtel Çıkmazı No:139 GİRNE/MALTEPE,0216 366 81 18,www.kucukyalidiyaliz.com,,30,,GİRNE,40.943418543000064,29.13128964200007
2049,ATAŞEHİR,SBÜ Fatih Sultan Mehmet Eğitim ve Araştırma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Üsküdar-İçerenköy Yolu Cad. No:1/6 İÇERENKÖY/ATAŞEHİR,0216 578 30 00,www.fsmhastanesi.gov.tr,Var,14,Var,İÇERENKÖY,40.969862499000044,29.104022452000038
1166,BAKIRKÖY,Bakırköy Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Tevfik Sağlam Cad. No:10/4A ZUHURATBABA/BAKIRKÖY,0212 414 71 71,www.beah.gov.tr,Var,17,Var,ZUHURATBABA,40.99328703100008,28.86522797600003
1823,KÜÇÜKÇEKMECE,İstanbul SBÜ Kanuni Sultan Süleyman Eğitim ve Araştırma Hastanesi Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Bulvarı No:46 ATAKENT/KÜÇÜKÇEKMECE,0212 404 15 00 - 0212 495 59 20,www.kanunieah.gov.tr,Var,,Var,ATAKENT,41.054125793000026,28.759955896000065
2004,BAĞCILAR,SBÜ Bağcılar Eğitim ve Araştırma Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Dr. Sadık Ahmet Sk. No:5 MERKEZ/BAĞCILAR,0212 440 40 00,www.beh.gov.tr,Var,14,Var,MERKEZ,41.03031161500007,28.87056302900004
1185,BEYKOZ,Beykoz Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Saip Molla Cad. No:26 İNCİRKÖY/BEYKOZ,0216 322 22 10,www.pasabahcedh.gov.tr,Var,10,Var,İNCİRKÖY,41.11786702900008,29.097976983000024
2053,ESENYURT,Esenyurt Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Ondokuz Mayıs Bulvarı No:59 FATİH/ESENYURT,0212 596 19 99,www.esenyurtdh.saglik.gov.tr,Var,6,Var,FATİH,41.02850118400005,28.668346131000078
1327,FATİH,İstanbul Haseki Eğitim ve Araştırma Hastanesi Hemodiyaliz Ünitesi ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:23/1 HASEKİ SULTAN/FATİH,0212 529 44 00,www.hasekieah.saglik.gov.tr,Var,10,Var,HASEKİ SULTAN,41.01026163700004,28.943204017000028
1327,FATİH,İstanbul Eğitim ve Araştırma Hastanesi Diyaliz ve Periton Merkezi,Diyaliz Merkezi,Org. Abdurrahman Nâfiz Gürman Cad. No:22/1 CERRAHPAŞA/FATİH,0212 459 60 00,http://istanbuleah.saglik.gov.tr,Var,25,Var,CERRAHPAŞA,41.002848620000066,28.937061077000067
1835,PENDİK,Marmara Üniversitesi Pendik EAH Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Muhsin Yazıcıoğlu Cad. No:10 FEVZİ ÇAKMAK/PENDİK,0216 625 45 45,www.marmaraeah.gov.tr,Var,15,Var,FEVZİ ÇAKMAK,40.88616910800005,29.262673147000044
1708,ÜSKÜDAR,Haydarpaşa Numune Eğitim ve Araştırma Hastanesi Periton ve Hemodiyaliz Merkezi,Diyaliz Merkezi,Haydarpaşa Numune Hastanesi Köprülü Kavşağı No: SELİMİYE/ÜSKÜDAR,0216 542 32 32,www.haydarpasanumune.gov.tr,Var,20,Var,SELİMİYE,41.00475602600005,29.02359481600007
1663,ŞİŞLİ,Şişli Hamidye Etfal Eğitim ve Araştırma Hastanesi Periton Merkezi,Diyaliz Merkezi,Halaskargazi Cad Etfal Sk. No: 19 MAYIS/ŞİŞLİ,0212 373 50 00,www.sislietfal.gov.tr,Var,20,Var,19 MAYIS,41.057915481000066,28.99075137400007
1622,SİLİVRİ,Silivri Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Nedim Beyazgül Sk. No:4 YENİ/SİLİVRİ,0212 727 21 00,www.silivridh.saglik.gov.tr,Var,9,Var,YENİ,41.07814702700006,28.249886837000076
2005,BAHÇELİEVLER,Bahçelievler Devlet Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Ordu Cad. No:1-7 KOCASİNAN MERKEZ/BAHÇELİEVLER,0212 496 70 00,www.bahcelievlerdh.saglik.gov.tr,Var,5,Var,KOCASİNAN MERKEZ,41.00646976500008,28.84448335500008
1327,FATİH,İstanbul Üniversitesi-Cerrahpaşa Tıp Fakültesi Hemodiyaliz ve Çocuk Periton Diyaliz Merkezi,Diyaliz Merkezi,Koca Mustafapaşa Cad. No:53I CERRAHPAŞA/FATİH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Var,8,Var,CERRAHPAŞA,41.006114696000054,28.941910798000038
1327,FATİH,İstanbul Üniversitesi-Cerrahpaşa Tıp Fakültesi Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,İÜ Cerrahpaşa Tıp Fakültesi Yolu No: CERRAHPAŞA/FATİH,0212 414 30 00,http://cerrahpasa.istanbul.edu.tr,Var,9,Var,CERRAHPAŞA,41.00523519400008,28.94215525900006
1327,FATİH,İstanbul Üniversitesi Tıp Fakültesi Hastanesi Diyaliz Merkezi,Diyaliz Merkezi,Turgut Özal Millet Cad. No:118S TOPKAPI/FATİH,0212 414 20 00,http://istanbultip.istanbul.edu.tr,Var,14,Var,TOPKAPI,41.01738079900008,28.93396328700004
1327,FATİH,Bezmialem Vakıf Üniversitesi Tıp Fakültesi Hastanesi Hemodiyaliz ve Periton Diyaliz Merkezi,Diyaliz Merkezi,Adnan Menderes Vatan Bulvarı No: TOPKAPI/FATİH,0212 453 17 00,www.bezmialemhastanesi.com,Var,10,Var,TOPKAPI,41.01914446300003,28.93482090400005
1852,ÜMRANİYE,Özel NPİstanbul Beyin Hastanesi,Özel Hastane,Saray Mah. Ahmet Tevfik İleri Cad. No:18 Ümraniye,(0216) 633 06 33,www.npistanbul.com,Var,,Var,SARAY,41.02905779200006,29.11413456300005
1739,ZEYTİNBURNU,S.B.Ü. Haseki Eğitim ve Araştırma Hastanesi Genetik Hastalıkları Tanı Merkezi,Eğitim Araştırma Hastanesi,Maltepe Mh. General Ali Rıza Gürcan Cad. Eski Çırpıcı Çıkmaz Sk. Merter İş Merkezi No:7 Merter Zeytinburnu,0 212 481 41 11,,,,,MALTEPE,41.00984253900003,28.899141624000038
2012,MALTEPE,Maltepe Huzurevi,Huzurevi,E5 Karayolu 70 Evler Maltepe,,,,,,BAĞLARBAŞI,40.92778590200004,29.145633365000037
1421,KADIKÖY,Acıbadem 2 Huzurevi,Huzurevi,Muhittin Üstündağ Cad. No:79 Acıbadem/Kadıköy,,,,,,KOŞUYOLU,41.008143749000055,29.038950959000033
2004,BAĞCILAR,Bağcılar Huzurevi,Huzurevi,Sancaktepe Mah. 2. Sk. No:15 Bağcılar,,,,,,SANCAKTEPE,41.03640826000003,28.856162164000068
2012,MALTEPE,Acıbadem 1 Huzurevi,Huzurevi,Feyzullah Mah. Mimar Sinan Cad. No:7 Maltepe,,,,,,FEYZULLAH,40.92451593900006,29.128533300000072
2049,ATAŞEHİR,İkinci Bahar Huzurevi,Huzurevi,İnönü Mah. Alpkaya Cad. No:109 Kayışdağı,,,,,,İNÖNÜ,40.97734668700008,29.137152942000057
1739,ZEYTİNBURNU,Zeytinburnu Huzurevi,Huzurevi,Hükümet Konağı yanı Zeytinburnu,,,,,,BEŞTELSİZ,40.995786864000024,28.90374562200003
1708,ÜSKÜDAR,İstanbul Huzur Has.ve Dinlenme Evleri Vakfı Huzurevi,Huzurevi,Tophanelioğlu Cad. No:13-15 Altunizade,,,,,,ALTUNİZADE,41.01914027300006,29.04515563600006
2049,ATAŞEHİR,PTT Huzurevi,Huzurevi,Bostancı PTT Sanatoryumu,,,,,,İÇERENKÖY,40.97059503500003,29.103073384000027
1166,BAKIRKÖY,Florya Huzurevi,Huzurevi,Havacılar Sitesi Atayurt Cad. No:61-63 Florya,,,,,,BASINKÖY,40.98151646400004,28.778874657000074
2012,MALTEPE,Tonton Huzurevi,Huzurevi,Karayolları Cad. Panorama Sk. No:5 Küçükyalı Maltepe,,,,,,İDEALTEPE,40.943062585000064,29.118537468000056
2049,ATAŞEHİR,Büyükşehir Belediyesi Darulaceze,Huzurevi,Kayışdağı Cad. No:65 K. Bakkalköy,,,,,,KAYIŞDAĞI,40.97911648100006,29.148516249000068
2005,BAHÇELİEVLER,Dilek Huzurevi,Huzurevi,Merkez Mah. Muşlu Sk. No:24Yenibosna Bahçelievler,,,,,,YENİBOSNA MERKEZ,41.01434530300003,28.82431660800006
1835,PENDİK,Mimoza Huzurevi,Huzurevi,Yeni Mah.  Abdülhalık Renda Cad. No:22 Pendik,,,,,,YENİ,40.88100965600006,29.23088526400005
1449,KARTAL,Kızılay Zeynep Nedim Ovyar Huzurevi,Huzurevi,Gümüşpınar Cad. Atatürk Çiçeği Sk. Yakacık,,,,,,GÜMÜŞPINAR,40.922194252000054,29.212054789000035
1708,ÜSKÜDAR,Çamlıca Huzurevi,Huzurevi,Kısıklı Mah. Ferah Cad. Yenişen Sk. No:6 Üsküdar,,,,,,KISIKLI,41.02340659400005,29.071261691000075
1708,ÜSKÜDAR,Uluçınar Huzurevi,Huzurevi,Erguvan Sk. Ata-2 sitesi içi No:69 Çengelköy,,,,,,GÜZELTEPE,41.04906403500007,29.07622143800006
1186,BEYOĞLU,Neve Şalom Musevi Sinagogu Vakfı Barın Yurt Huzurevi,Huzurevi,Dibek Sk. No:22 Tophane Beyoğlu,,,,,,HACIMİMİ,41.02703042400003,28.97601378400003
1421,KADIKÖY,Koşuyolu Huzurevi,Huzurevi,Koşuyolu Cad. Katip Salih Sk. No:33 Kadıköy,,,,,,KOŞUYOLU,41.01118400000007,29.039730000000077
1449,KARTAL,Aşiyan Huzurevi,Huzurevi,Çavuşoğlu Mah. Samanyolu Sk. No:30 Kartal,,,,,,ÇAVUŞOĞLU,40.88798231700008,29.199653569000077
2005,BAHÇELİEVLER,Bahçelievler Huzurevi,Huzurevi,Eski Londra Asfaltı Bahçelievler Kampüsü,,,,,,BAHÇELİEVLER,40.99778494800006,28.857444215000044
1183,BEŞİKTAŞ,Emekli Sandığı Etiler Dinlenme Evi,Huzurevi,Nisbetiye Cad. No:55 Etiler/Beşiktaş,,,,,,ETİLER,41.08280800800003,29.037405423000052
1663,ŞİŞLİ,Darülaceze Huzurevi,Huzurevi,Darülaceze Cad. Okmeydanı,,,,,,HALİL RIFAT PAŞA,41.05895424000005,28.966446680000047
1852,ÜMRANİYE,Aziz Mahmut Hüdayi Vakfı Huzurevi,Huzurevi,Ihlamur Mah. Eski Kadıköy Yolu No:11-24 Ümraniye,,,,,,TEPEÜSTÜ,41.01670903300004,29.130644864000033
1183,BEŞİKTAŞ,Levent Huzurevi,Huzurevi,Sümbül Sk. No:45 2. Levent,,,,,,LEVENT,41.08250004800004,29.016784358000052
1166,BAKIRKÖY,Yeşilköy Huzurevi,Huzurevi,Serbesti Cad. Serbesti Sk. No:18,,,,,,YEŞİLKÖY,40.95984686000003,28.82917971100005
1449,KARTAL,Darüşşafaka Yakacık Bağışçıları Huzurevi,Huzurevi,Samandıra Cad. Çalkantı Sk. Yakacık Kartal,,,,,,YAKACIK YENİ,40.92175161000006,29.225123083000028
2012,MALTEPE,Murat Huzurevi,Huzurevi,Namık Kemal Cad. No:66 İdealtepe Maltepe,,,,,,İDEALTEPE,40.94207637900007,29.12674439700004
1708,ÜSKÜDAR,Neriman Hanım Huzurevi,Huzurevi,Burhaniye Mah. Güler Sk. No:9 Üsküdar,,,,,,BURHANİYE,41.02843335600005,29.048961947000066
2012,MALTEPE,İkinci Bahar 2 Huzurevi,Huzurevi,Bağlarbaşı Mah. Cemal Bey Sk. No:97 Maltepe,,,,,,BAĞLARBAŞI,40.92437937500006,29.144007509000062
2012,MALTEPE,Simge Huzurevi,Huzurevi,Bağlarbaşı Mah. Altmışevler Tulga Sk. Huzur Apt. No:53 Maltepe,,,,,,BAĞLARBAŞI,40.92948018300007,29.14111437400004
2053,ESENYURT,ISTİNYE ÜNİVERSİTESİ HASTANESİ,Özel Hastane,Aşık Veysel Mah. Süleyman Demirel Cad. No:1 Esenyurt İstanbul,0212 979 40 00,http://www.isuhastanesi.com,,,,AŞIK VEYSEL,41.056233820000045,28.671907004000047
1421,KADIKÖY,Yeditepe Üniversitesi İhtisas Hastanesi,Üniversite Hastanesi,Koşuyolu Mah. Koşuyolu Cad. No: 168 34718 Kadıköy/İstanbul,0216 578 50 00,http://www.yeditepehastanesi.com.tr/sube/kosuyolu-ihtisas-hastanesi,,,,KOŞUYOLU,41.004058575000045,29.031553362000068
1449,KARTAL,Radixdent Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,Kordonboyu Mah. Hürriyet Cad. No:60 Radix Plaza Kartal / İstanbul,444 6 841,http://www.radixdent.com.tr/,,,,KORDONBOYU,40.88904659100007,29.189220775000024
1823,KÜÇÜKÇEKMECE,Guditem Gursan Agiz ve Dis Sagligi Merkezi,Ağız ve Diş Sağlığı Merkezi,,(0212) 424 43 43,,,,,CENNET,40.98606850900006,28.781493596000075
1823,KÜÇÜKÇEKMECE,İ.A.Ü. VMI MEDİCAL PARK HASTANESİ FLORYA,Üniversite Hastanesi," Beşyol Mahallesi, Akasya Sk., 34295 Küçükçekmece/İstanbul",444 2 873,,,,,BEŞYOL,40.990209922000076,28.79742924100003
2053,ESENYURT,Özel Esendent Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi," Talatpaşa Mahallesi, Pazaryolu Sokak, No:2E, Sedai İş Merkezi Esenyurt - İstanbul ",0212 596 10 56,http://esendent.com.tr/,,,,TALATPAŞA,41.02821276900005,28.66744515000005
2053,ESENYURT,REYAP Hastanesi,Özel Hastane,,,,,,,YEŞİLKENT,41.025810275000026,28.65988835400003
2053,ESENYURT,ESLIFE Hospital ESENYURT,Özel Hastane,"Battal Gazi Mah. Esen Cad. No:127 Kıraç, Esenyurt - İSTANBUL",+90 212 437 54 33,http://eslifehospital.com,,,,BATTALGAZİ,41.03989531500008,28.652132830000028
1327,FATİH,Medipol Üniversitesi Diş Hastanesi,Özel Ağız Diş Sağlığı Merkezleri,"Cibali Mahallesi, Atatürk Blv., 34083 Fatih/İstanbul",,,,,,CİBALİ,41.02163515600006,28.959655678000047
1336,GAZİOSMANPAŞA,Özel Avrasya Hastanesi Gaziosmanpaşa,Özel Hastane,"Fevzi Çakmak Mahallesi Hekimsuyu Cad. No:26/34, 34255 Küçükköy, Gaziosmanpaşa/İstanbul",0212 612 00 00,http://www.avrasyahospital.com.tr/,,,,FEVZİ ÇAKMAK,41.076806100000056,28.906350959000065
1449,KARTAL,Kartal Cocuk Ağız Ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,"Esentepe Mahallesi, Yaşar Doğu Caddesi, No: 13 Kartal / İstanbul",(0216) 517 00 15,https://www.kartal.bel.tr/tr/hizmetler/HizmetBinalari.aspx,,,,KARLIKTEPE,40.90121699000008,29.189133221000077
1823,KÜÇÜKÇEKMECE,İstanbul Küçükçekmece Ağız ve Diş Sağlığı Merkezi,Ağız ve Diş Sağlığı Merkezi,Söğütlüçeşme mah. Halkalı cad.  1.Kazımkarabekir sk. No:22 Küçükçekmece/İSTANBUL,90 212 471 06 49,http://kucukcekmece.adsm.saglik.gov.tr/,,,,SÖĞÜTLÜ ÇEŞME,41.02206800500005,28.79038233400007
1823,KÜÇÜKÇEKMECE,Sefaköy Medipol Üniversitesi Hastanesi,Üniversite Hastanesi,"Tevfik Bey Mahallesi, Maslak Çeşme Cd. No:30, 34295 Küçükçekmece/İstanbul",(0212) 912 25 25,,,,,TEVFİKBEY,41.01490293200004,28.79794316500005
2012,MALTEPE,Fındıklı Ağız Ve Diş Sağlığı Polikliniği,Özel Ağız Diş Sağlığı Merkezleri,Fındıklı Mah Atatürk Cad. No: 126 Maltepe / İSTANBUL,0 216 371 41 20,http://findiklidispoliklinigi.com/,,,,FINDIKLI,40.971232572000076,29.137652324000044
2012,MALTEPE,Özel Mehmet Toprak Hastanesi,Özel Hastane, Cevizli Mah. Bağdat Cad. No:547 Maltepe / İSTANBUL,0 (216) 225 49 49,http://www.mehmettoprakhospital.com.tr/,,,,CEVİZLİ,40.917043353000054,29.14551715700003
2012,MALTEPE,Özel Akdeniz Estetik Ağız ve Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,Bağdat Cad. Altayçeşme Mah. NO:287/291 Maltepe/İstanbul,(0216) 370 42 20,www.akdenizestetikdentalgroup.com,,,,ALTAYÇEŞME,40.93558331700007,29.124008940000067
2014,SULTANBEYLİ,DünyaGöz Hospital Sultanbeyli,Göz Merkezi Özel,"Hasanpaşa Mahallesi, Fatih Blv. No:41, 34920 Sultanbeyli/İstanbul",444 4 469,http://www.dunyagoz.com/tr,,,,HASANPAŞA,40.96858300100007,29.252908138000066
2014,SULTANBEYLİ,Sultanbeyli Devlet Hastanesi,Devlet Hastanesi,Paşaköy caddesi Battalgazi Mah. No:60 Sultanbeyli/İSTANBUL,,,,,,BATTALGAZİ,40.98584560200004,29.28382437500005
1663,ŞİŞLİ,Mecidiyeköy Ağız ve Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri, Mecidiyeköy Mh. Lati Lokum Sk.34387 ŞİŞLİ/İSTANBUL,(0212) 211 39 37,,,,,MECİDİYEKÖY,41.06729530200005,28.99465439200003
1663,ŞİŞLİ,Avrupa Florence Nıghtıngale Hatanesi Araştırma Ve Uygulama Merkezi,Üniversite Hastanesi,Mehmetçik Cad. Cahit Yalçın Sok. No:1 Mecidiyeköy / İstanbul,(0212) 212 88 11,http://www.istanbulbilim.edu.tr/,,,,FULYA,41.06239136600004,28.996200010000052
1663,ŞİŞLİ,Confident Ağız ve Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,Büyükdere cad. Akıncı Bayırı Sokak No:12 Mecidiyeköy / İstanbul,0 212 288 33 66,https://www.confident.net,,,,FULYA,41.06574140500004,28.997115503000032
1663,ŞİŞLİ,Dent Nis İmplantoloji ve Estetik Kliniği,Özel Ağız Diş Sağlığı Merkezleri,Vali Konağı Caddesi Narin Ap. No:167/4 Nişantaşı/ŞİŞLİ,(0212) 246 09 03,http://dentnis.com/,,,,MEŞRUTİYET,41.05553430600003,28.995613314000025
2015,TUZLA,Okan Üniversitesi Hastanesi Tuzla,Üniversite Hastanesi,"İçmeler Mahallesi, Aydınlı Yolu Cad. Aydemir Sokak No:2, 34947 Tuzla/İstanbul",0216 494 65 26,http://www.okanhastanesi.com.tr/,,,,İÇMELER,40.849383395000075,29.301956020000034
1708,ÜSKÜDAR,Acıbadem Altunizade Hastanesi,Özel Hastane,Altunizade Mah. Yurtcan Sok. No: 1 Üsküdar / İstanbul 34662,0216 649 44 44,http://www.acibademaltunizade.com/,,,,ALTUNİZADE,41.01896965700007,29.04625354600006
1852,ÜMRANİYE,His Dental,Özel Ağız Diş Sağlığı Merkezleri,Necip Fazil Mh. Alemdağ Cd. No:583 Ümraniye/İSTANBUL,+90 (216) 508 18 43,http://www.hisdental.com.tr/,,,,NECİP FAZIL,41.01763818400008,29.17567348400007
1708,ÜSKÜDAR,MOODİST Psikiyatri ve Nöroloji Hastanesi,Özel Hastane,"Acıbadem Mahallesi, Çeçen Sokak No: 52 (Akasya AVM Yanı) Üsküdar / İstanbul",0 216 912 17 00,http://mood.ist/,,,,ACIBADEM,41.00217475000005,29.053512986000044
1739,ZEYTİNBURNU,Esnan Ağız Ve Diş Sağlığı Merkezi,Özel Ağız Diş Sağlığı Merkezleri,"Merkezefendi Mahallesi, Mevlana Caddesi, No:94, Kiptaş Merkezevler Sitesi, Çarşı Dükkanları No:65, 34015 Zeytinburnu/İstanbul",0 ( 212 ) 558 32 32,http://esnan.com.tr/,,,,MERKEZEFENDİ,41.010271758000044,28.90889408000004
2004,BAĞCILAR,Dünyagöz Bağcılar,Göz Merkezi Özel,İnönü Mahallesi Hoca Ahmed Yesevi Caddesi No:13 Bağcılar İstanbul,444 44 69,http://www.dunyagoz.com/tr/merkezlerimiz/yurt-ici/istanbul-bagcilar/genel-tanitim,,,,İNÖNÜ,41.03354730800004,28.853448117000028
2053,ESENYURT,Hürriyet Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Hürriyet Mahallesi Leylek Sokak N0:20 Esenyurt/İstanbul,,,,,,HÜRRİYET,41.03431383800006,28.64548093600007
1708,ÜSKÜDAR,Memduh Cumhur Aile Sağlığı Merkezi,Aile Sağlığı Merkezi,Bulgurlu Mah. Özilhan Sk. No:4 BULGURLU/ÜSKÜDAR,,,,,,BULGURLU,41.01626622600003,29.079344786000036
1835,PENDİK,Göçbeyli Sağlık Evi,Aile Sağlığı Merkezi,Göçbeyli Mah.Zübeyde Hanım Cad. No:160A PENDİK,,,,,,GÖÇBEYLİ,40.98050043100005,29.458766187000037
1327,FATİH,Fatih 6 Nolu Acil Yardım İstasyonu,Acil Yardım İstasyonu,İÜ Cerrahpaşa Tıp Fakültesi Yolu No: CERRAHPAŞA/FATİH,02125863378,www.istanbulsaglik.gov.tr,Bilinmeyen,,,CERRAHPAŞA,41.00359800000007,28.937137000000064
